source,pmid_number,reviewer_1_2,reviewer_2_3,pdf_in_folder,link_to_paper,authors,title,journal,issue_number_page_numbers,link_to_paper_2,reviewer_1_11,reviewer_2_12,data_available,sample_description,sample_size,clustering,clustering_dealt_with,exposure_s,mediator_s,outcome_s,exposure_randomized,name_of_mediation_method,citation_for_mediation_method,causal_mediation_yes_no,if_causal_which_estimand_1_controlled_direct_and_indirect_2_natural_direct_and_indirect_effects_or_3_stochastic_randomized_interventional_direct_and_indirect_effects,effects_of_interst_nie_nde_etc,if_baron_kenny_examine_whether_no_interaction_b_w_tx_and_mediator_on_outcome,if_b_k_examine_linear_relationship_b_w_mediator_and_outcome,covariates_in_exposure_mediator_model,covariates_in_mediator_outcome_model,covariates_in_exposure_outcome_model,any_justification_for_covariates,baseline_value_of_mediator_adjusted_for,baseline_value_of_outcome_adjusted_for,temporal_ordering_of_exposure_before_mediator_yes_no,temporal_ordering_of_mediator_before_outcome_yes_no,discussion_of_mediation_assumptions_yes_no,sensitivity_analyes_to_assumptions_yes_no,does_model_control_for_other_post_exposure_variables_yes_no,reviewer,reviewer_1,reviewer_2,x40
5,29172592,Ian,Adam,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=bfee0bf7-9ff2-40e2-a1d3-743ed342f0d9%40sessionmgr101&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2017-52417-001&db=pdh,"Chu C, Hom MA, Stanley IH, Gai AR, Nock MK, Gutierrez PM, Joiner TE",Non-suicidal self-injury and suicidal thoughts and behaviors: A study of the explanatory roles of the interpersonal theory variables among military service members and veterans,Journal of Consulting and Clinical Psychology,"86, 1, 56-68",NA,NA,NA,No,Military service members and veterans,973,No,NA,History of non-suicidal self-injury,"Analysis 1: Thwarted belongingness
Analysis 2: Perceived burdensomeness
Analysis 3: Interaction of thwarted belongingness and perceived burdensomeness
Analyses 4 and 7: Insomnia
Analyses 5 and 8: Hopelessness
Analysis 6: Depression","Analyses 1, 2, 4-6: Suicidal ideation
Analyses 3, 7, 8: Number of prior suicide attempts",No,Nonparametric bootstrapping of traditional path effects,"Hayes 2013, PROCESS macro",No,NA,Indirect,No,No,"Analyses 1-3: Age, sex, insomnia, hopelessness
Analyses 4-8: Age, sex, thwarted belongingness, perceived burdensomeness, capability for suicide","Analyses 1-3: Age, sex, insomnia, hopelessness
Analyses 4-8: Age, sex, thwarted belongingness, perceived burdensomeness, capability for suicide","Analyses 1-3: Age, sex, insomnia, hopelessness
Analyses 4-8: Age, sex, thwarted belongingness, perceived burdensomeness, capability for suicide",No,No,No,No,No,No,No,No,A,NA,NA,NA
5,29173744,Ian,Kara,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0890856717317732/pdfft?md5=d2e77514821fb90bcc5b220ae58b0409&pid=1-s2.0-S0890856717317732-main.pdf,"Buzzell GA, Troller-Renfree SV, Barker TV, Bowman LC, Chronis-Tuscano A, Henderson HA, Kagan J, Pine DS, Fox NA",A Neurobehavioral Mechanism Linking Behaviorally Inhibited Temperament and Later Adolescent Social Anxiety,Journal of the American Academy of Child & Adolescent Psychiatry,"56, 12, 1097-1105",NA,NA,NA,No,Children,107,No,NA,Behavioral inhibition,"Hypersensitivity to errors, error preoccuptation (serial)",Social anxiety,No,Nonparametric bootstrapping of path effects with serial mediators,"Hayes 2013, PROCESS macro",No,NA,Direct and Indirect,No,No,Gender,Gender,Gender,"Yes, that it has shown to be a confounder",No,No,Yes,No,They note that cross-sectional data preclude causal inference,No,No,A,NA,NA,NA
5,29245091,Ian,Trang,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032717315343/pdfft?md5=91d409adcc9c7edebe199fd20fc6863b&pid=1-s2.0-S0165032717315343-main.pdf,"Anyan F, Bizumic B, Hjemdal O",Specificity in mediated pathways by anxiety symptoms linking adolescent stress profiles to depressive symptoms: Results of a moderated mediation approach,Journal of Affective Disorders,"228, , 109-117",NA,NA,NA,No,"13-17 year olds in Accra, Ghana",529,No,NA,Ten different specific stressors (tested separately),Transient anxiety symptoms,Depressive symptoms,No,SEM,"Hayes 2012, 2013, 2015; Preacher et al. 2007",No,NA,Direct and Indirect,No,No,Age and sex,Age and sex,Age and sex,No,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,A,NA,NA,NA
5,23025248,Ian,Adam,NA,NA,"Sikkema KJ, Ranby KW, Meade CS, Hansen NB, Wilson PA, Kochman A",Reductions in traumatic stress following a coping intervention were mediated by decreases in avoidant coping for people living with HIV/AIDS and childhood sexual abuse,Journal of Consulting and Clinical Psychology,"81, 2, 274-283",NA,NA,NA,No,HIV-positive individuals 18 years or older with experience of sexual abuse as a child or an adolescent,247,No,NA,Living in the Face of Trauma (LIFT) coping intervention,Avoidant coping,Traumatic stress,Yes,Latent growth curve modeling,"Cheong, MacKinnon, and Khoo 2003; PRODCLIN; MacKinnon, Lockwood & Williams 2004; MacKinnon, Fritz, Williams & Lockwood 2007; Mplus 6.1; Muthen and Muthen 2010",No,NA,Direct and Indirect,No,No,None,None,None,NA,Yes,Yes,Yes,No,They note that it's a limitation that they don't have mediator measured before outcome,No,No,A,NA,NA,NA
5,25071670,Ian,Adam,NA,NA,"Real RG, Dickhaus T, Ludolph A, Hautzinger M, Kubler A",Well-being in amyotrophic lateral sclerosis: a pilot experience sampling study,Frontiers in Psychology,"5, ,",NA,NA,NA,No,ALS patients in Germany,9,No,NA,Thinking about the past; Thinking about the future,Rumination,Well-being,No,Baron & Kenny,MacKinnon et al. 2002; Kenny et al. 2003; Rmediation package; Tofighi and MacKinnon 2011,No,NA,Indirect,No,No,None,None,None,NA,No,No,No,No,No,No,No,A,NA,NA,NA
5,25451409,Ian,Adam,NA,NA,"Garthus-Niegel S, Ayers S, von Soest T, Torgersen L, Eberhard-Gran M","Maintaining factors of posttraumatic stress symptoms following childbirth: A population-based, two-year follow-up study",Journal of Affective Disorders,"172, , 146-152",NA,NA,NA,No,"Women who gave birth at Akershus University Hospital, Norway",1473,No,NA,PTSD symptoms at 8 weeks postpartum,Insomnia,PTSD symptoms at 2 years postpartum,No,Baron & Kenny,Baron & Kenny 1986; Hayes 2009,No,NA,Direct and Indirect,No,No,None,None,None,NA,No,No,No,Yes,No,No,No,A,NA,NA,NA
5,26779077,Ian,Adam,NA,NA,"Zumeta LN, Oriol X, Telletxea S, Amutio A, Basabe N",Collective Efficacy in Sports and Physical Activities: Perceived Emotional Synchrony and Shared Flow,Frontiers in Psychology,"6, ,",NA,NA,NA,No,University students who practiced some type of collective physical activity every week,276,No,NA,"In-group identity, Identity fusion (simultaneous)","Shared flow, Emotional perceived synchrony (simultaneous)",Collective efficacy,No,Nonparametric bootstrapping of path effects with simultaneous exposures and mediators,Preacher and Hayes 2004; SPSS MEDIATE; SPSS PROCESS,No,NA,Direct and Indirect,No,No,None,None,None,NA,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,A,NA,NA,NA
5,27242616,Ian,Adam,NA,NA,"Arnoux-Nicolas C, Sovet L, Lhotellier L, Di Fabio A, Bernaud JL",Perceived Work Conditions and Turnover Intentions: The Mediating Role of Meaning of Work,Frontiers in Psychology,"7, ,",NA,NA,NA,No,Employees,336,No,NA,Work pressure; Lack of resources; Organizational changes; Lack of personal development; Personal reasons; Public image of the company,Meaning of work,Turnover intentions,No,Nonparametric bootstrapping of traditional path effects,Baron & Kenny 1986; Preacher and Hayes 2008,No,NA,Indirect,No,No,None,None,None,NA,No,No,No,No,No,No,No,A,NA,NA,NA
5,27341422,Ian,Adam,NA,NA,"Takagaki K, Okamoto Y, Jinnin R, Mori A, Nishiyama Y, Yamamura T, Yokoyama S, Shiota S, Okamoto Y, Miyake Y, Ogata A, Shimoda H, Kawakami N, Furukawa TA, Yamawaki S",Mechanisms of behavioral activation for late adolescents: Positive reinforcement mediate the relationship between activation and depressive symptoms from pre-treatment to post-treatment,Journal of Affective Disorders,"204, , 70-73",NA,NA,NA,No,18-19 year-old freshman students at Hiroshima University with subthreshold depression,61,No,NA,Changes in activation,Changes in reinforcement,Changes in depressive symptoms,No,Nonparametric bootstrapping of traditional path effects,MacKinnon et al. 2004,No,NA,Direct and Indirect,No,No,None,None,None,NA,No,No,No,No,No,No,No,A,NA,NA,NA
5,27743528,Ian,Adam,NA,NA,"Stanley IH, Joiner TE, Bryan CJ",Mild traumatic brain injury and suicide risk among a clinical sample of deployed military personnel: Evidence for a serial mediation model of anger and depression,Journal of Psychiatric Research,"84, , 161-168",NA,NA,NA,No,Military personnel referred to a traumatic brain injury clinic within a military hospital in Iraq,149,No,NA,Mild TBI,"Anger and depression symptoms (serial, both ways)",Suicide risk,No,Nonparametric bootstrapping of path effects with serial mediators,Hayes 2013,No,NA,Direct and Indirect,No,No,Number of previous TBIs,Number of previous TBIs,Number of previous TBIs,No,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,A,NA,NA,NA
5,28961425,Ian,Adam,NA,NA,"Bustamante AC, Aiello AE, Guffanti G, Galea S, Wildman DE, Uddin M",FKBP5 DNA methylation does not mediate the association between childhood maltreatment and depression symptom severity in the Detroit Neighborhood Health Study,Journal of Psychiatric Research,"96, , 39-48",NA,NA,NA,No,Adult residents of Detroit,112,No,NA,Childhood maltreatment,FKBP5 gene at four different locations (separate analyses),Depression symptom severity,No,Baron & Kenny,Baron & Kenny 1986,No,NA,Direct and Indirect,No,No,"Age, sex, race, PBMC count, antidepressant medication use","Age, sex, race, PBMC count, antidepressant medication use","Age, sex, race, PBMC count, antidepressant medication use",Confounders,No,No,No,No,No,No,No,A,NA,NA,NA
5,29274531,Ian,Adam,NA,NA,"Jacob L, Haro JM, Koyanagi A",The association between pain and suicidal behavior in an English national sample: The role of psychopathology,Journal of Psychiatric Research,"98, , 39-46",NA,NA,NA,No,People 16 or older living in private households in England,7403,No,NA,Continuous pain; any pain,High Borderline Personality Disorder traits; Common mental disorder,Suicidal ideation; suicide attempt,No,Stata khb,"Stata khb, Breen et al. 2013",No,NA,Direct and Indirect,No,No,"Age, sex, qualification, ethnicity, income, alcohol dependence, drug use, stressful life events, chronic physical conditions, other of the two mediators (not the one being investigated as a mediator)","Age, sex, qualification, ethnicity, income, alcohol dependence, drug use, stressful life events, chronic physical conditions, other of the two mediators (not the one being investigated as a mediator)","Age, sex, qualification, ethnicity, income, alcohol dependence, drug use, stressful life events, chronic physical conditions, other of the two mediators (not the one being investigated as a mediator)",No,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,A,NA,NA,NA
5,28045285,Ian,Kara,NA,NA,"Dimidjian S, Goodman SH, Sherwood NE, Simon GE, Ludman E, Gallop R, Welch SS, Boggs JM, Metcalf CA, Hubley S, Powers JD, Beck A",A pragmatic randomized clinical trial of behavioral activation for depressed pregnant women,Journal of Consulting and Clinical Psychology,"85, 1, 26-36",NA,NA,NA,No,Depressed pregnant women,163,No,NA,Behavioral activation intervention,Engagement of activation; environmental reward,Depression symptom severity,Yes,Bootstrapping of sobel test of path analysis using multilevel models,"Krull & MacKinnon, 2001; Shrout & Bolger, 2002",No,NA,Direct and Indirect,No,No,None,"Assessment completion indicator, assessment completion indicator*site, anxiety, psychotherapy","Assessment completion indicator, assessment completion indicator*site, anxiety, psychotherapy",No,No,Yes,Yes,Yes,No,No,No,A,NA,NA,NA
5,29504781,Ian,Kara,NA,NA,"Gaume J, Heather N, Tober G, McCambridge J",A Mediation Analysis of Treatment Processes in the UK Alcohol Treatment Trial,Journal of Consulting and Clinical Psychology,"86, 4, 321-329",NA,NA,NA,No,UK users of alcohol treatment services,376,Yes,Yes,Motivational enhancement therapy (MET) vs. social behavior and network therapy (SBNT),Frequency of MET behaviors; quality of MET behaviors; frequency of SBNT behaviors; quality of SBNT behaviors,Percentage days abstinent; drinks per drinking day,Yes,Nonparametric bootstrapping of traditional path effects,"Hayes 2013, PROCESS macro",No,NA,Indirect,No,No,"Gender, age, number of days between baseline and the coded session","Gender, age, number of days between baseline and the coded session","Gender, age, number of days between baseline and the coded session",No,No,Yes,Yes,Yes,No,No,No,A,NA,NA,NA
5,24183487,Ian,Jeannie,NA,NA,"Balazs J, Miklosi M, Kereszteny A, Dallos G, Gadoros J",Attention-deficit hyperactivity disorder and suicidality in a treatment naïve sample of children and adolescents,Journal of Affective Disorders,"152-154, , 282-287",NA,NA,NA,No,Treatment naïve children and adolescents with symptoms of ADHD,418,No,NA,Symptoms of ADHD,"Symptoms of agoraphobia, symptoms of panic disorder, symptoms of OCD, symptoms of tic disorders, symptoms of GAD, symptoms of specific anxiety disorders, symptoms of MDE and dysthymia, symptoms of hypomania, symptoms of ODD and CD, symptoms of substance use and dependence (simultaneous)",Suicidality,No,Nonparametric bootstrapping of traditional path effects (with simultaneous mediators),Preacher and Hayes 2008,No,NA,Direct and Indirect,No,No,"Age, gender","Age, gender","Age, gender",No,No,No,No,No,They note that bootstrapping doesn't assume normal sampling distribution and that cross-sectional data preclude causal inference,No,No,A,NA,NA,NA
5,24220644,Ian,Jeannie,NA,NA,"Keers R, Ulrich S, DeStavola BL, Coid JW",Association of Violence With Emergence of Persecutory Delusions in Untreated Schizophrenia,American Journal of Psychiatry,"171, , 332-339",NA,NA,NA,No,Released offenders who served sentences of two or more years for a sexual or violent offense,967,No,NA,Untreated schizophrenia,Emergence of persecutory delusions,Violent outcome,No,Baron & Kenny with bootstrapping and standardized regression coefficients,MacKinnon & Dwyer 1993,No,NA,Indirect,No,No,None,None,None,NA,No,No,Yes,No,No,No,No,A,NA,NA,NA
5,28193310,Ian,Jeannie,NA,NA,"Xiao C, Miller AH, Felger J, Mister D, Liu T, Torres MA",Depressive symptoms and inflammation are independent risk factors of fatigue in breast cancer survivors,Psychological Medicine,"47, , 1733-143",NA,NA,NA,No,Stage 0-III breast cancer patients treated with breast surgery followed by whole breast radiotherapy,107,No,NA,Sleep problems; Perceived stress; Depressive symptoms,Sleep problems; Perceived stress; Depressive symptoms,Fatigue,No,Nonparametric bootstrapping of traditional path effects,None,No,NA,Direct and Indirect,No,No,None,None,None,NA,No,No,No,No,No,No,No,A,NA,NA,NA
5,26670947,Ian,Kelly,NA,NA,"Fonzo GA, Ramsawh HJ, Flagan TM, Simmons AN, Sullivan SG, Allard CB, Paulus MP, Stein MB",Early life stress and the anxious brain: evidence for a neural mechanism linking childhood emotional maltreatment to anxiety in adulthood,Psychological Medicine,"46, , 1037-1054",NA,NA,NA,No,Adults encompassing a wide range of anxiety psychopathology,182,No,NA,Childhood emotional maltreatment,Brain function/structure,Adult anxiety symptoms,No,Nonparametric bootstrapping of traditional path effects,"MBESS R package, Kelley 2007, Kelley & Lai 2012",No,NA,Indirect,No,No,Current regional GM volumes,Current regional GM volumes,Current regional GM volumes,No,No,No,Yes,No,They note that cross-sectional data preclude causal inference and that temporal ordering is necessary,No,No,A,NA,NA,NA
5,26950097,Ian,Kelly,NA,NA,"Goldin PR, Morrison A, Jazaieri H, Brozovich F, Heimberg R, Gross JJ",Group CBT Versus MBSR for Social Anxiety Disorder: A Randomized Controlled Trial,Journal of Consulting and Clinical Psychology,"84, 5, 427-437",NA,NA,NA,No,Patients with a principal diagnosis of generalized social anxiety disorder,108,No,NA,"Cognitive behavioral group therapy, mindfulness-based stress reduction","Reappraisal frequency, Reappraisal self-efficacy, Safety behaviors, Cognitive distortions, Mindfulness skills, Attention focus, Attention shifting, Rumination",Social anxiety symptoms,Yes,Nonparametric bootstrapping of traditional path effects,"SPSS MEDIATE, Hayes 2013",No,NA,Direct and Indirect,No,No,None,None,None,NA,Yes,Yes,Yes,No,No,No,No,A,NA,NA,NA
5,28824492,Ian,Kelly,NA,NA,"Hausler M, Strecker C, Huber A, Brenner M, Hoge T, Hofer S","Associations between the Application of Signature Character Strengths, Health and Well-being of Health Professionals",Frontiers in Psychology,"8, ,",NA,NA,NA,No,"Study 1: Austrian medical students
Study 2: Austrian resident physicians",1,No,NA,Application of signature character strengths at work,Emotional exhaustion,"Subjective well-being, psychological well-being, mental health score, physical health score",No,Nonparametric bootstrapping of traditional path effects,Hayes 2013,No,NA,Direct and Indirect,No,No,"Sex, age, marital status","Sex, age, marital status","Sex, age, marital status",No,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,A,NA,NA,NA
6,23477378,Jeannie,Ian,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=bce47387-54af-461c-87aa-6b6af754cf8e%40pdc-v-sessmgr02&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2013-08157-001&db=pdh,"Gelfand MJ, Brett J, Gunia BC, Imai L, Huang TJ, Hsu BF",Toward a Culture-by-Context Perspective on Negotiation: Negotiating Teams in the United States and Taiwan,Journal of Applied Psychology,"98, 3, 504-513",NA,NA,NA,No,Negotiating teams of undergraduates in U.S. and Taiwan,87,No,NA,Culture (United States or Taiwan),Harmony norms,Pareto efficiency of negotiation outcome,No,Nonparameteric bootstrapping of traditional path effects with moderator,"Hayes 2012, SPSS PROCESS Model 15",No,NA,Direct and Indirect (conditional on moderator),No,No,None,None,None,NA,No,No,No,Unclear,No,No,No,B,NA,NA,NA
6,23815233,Adam,Ian,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=2950530e-f872-42b8-a3e1-d8a1e999c365%40pdc-v-sessmgr04&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2013-22759-001&db=pdh,"Delton AW, Nemirow J, Robertson TE, Cimino A, Cosmides L",Merely Opting Out of a Public Good Is Moralized: An Error Management Approach to Cooperation,Journal of Personality and Social Psychology,"105, 4, 621-638",NA,NA,NA,No,Users of Amazon's Mechanical Turk platform,668,No,NA,"Four different cues to the likelihood of free riding (valuation, cost, monitoring, or benefits)",Perceived likelihood of free riding,Two different preventive moralization (moral wrongness and anger),Yes,Nonparametric bootstrapping of traditional path effects,Preacher and Hayes 2008,No,NA,Indirect,No,No,"Age, income, sex","Age, income, sex","Age, income, sex",No,No,No,Yes,No,"Yes, that it's not causal",No,No,B,NA,NA,NA
